# range -128..128
# sum of line must not exceed the range!

# This is Catmull-Rom with 10% Scanlines

# horizontal coefficients
  0, 128,   0,   0
 -4, 127,   5,  -0
 -6, 123,  12,  -1
 -8, 118,  20,  -2
 -9, 111,  29,  -3
 -9, 103,  39,  -4
 -9,  93,  50,  -6
 -9,  83,  61,  -7
 -8,  72,  72,  -8
 -7,  61,  83,  -9
 -6,  50,  93,  -9
 -4,  39, 103,  -9
 -3,  29, 111,  -9
 -2,  20, 118,  -8
 -1,  12, 123,  -6
 -0,   5, 127,  -4


# vertical coefficients
   1, 126,   1,   0
   0, 125,   1,   0
   0, 122,   3,   0
   0, 116,   5,   0
   0, 109,   9,   0
   0,  99,  17,   0
   0,  87,  28,   0
   0,  73,  42,   0
   0,  57,  58,   0
   0,  42,  73,   0
   0,  28,  87,   0
   0,  17,  99,   0
   0,   9, 109,   0
   0,   5, 116,   0
   0,   3, 122,   0
   0,   1, 125,   0



