# range -128..128
# sum of line must not exceed the range!

# This is Catmull-Rom with 15% Scanlines

# horizontal coefficients
  0, 128,   0,   0
 -4, 127,   5,  -0
 -6, 123,  12,  -1
 -8, 118,  20,  -2
 -9, 111,  29,  -3
 -9, 103,  39,  -4
 -9,  93,  50,  -6
 -9,  83,  61,  -7
 -8,  72,  72,  -8
 -7,  61,  83,  -9
 -6,  50,  93,  -9
 -4,  39, 103,  -9
 -3,  29, 111,  -9
 -2,  20, 118,  -8
 -1,  12, 123,  -6
 -0,   5, 127,  -4


# vertical coefficients
   1, 126,   1,   0
   0, 125,   1,   0
   0, 122,   2,   0
   0, 116,   4,   0
   0, 108,   7,   0
   0,  97,  14,   0
   0,  85,  25,   0
   0,  70,  38,   0
   0,  54,  54,   0
   0,  38,  70,   0
   0,  25,  85,   0
   0,  14,  97,   0
   0,   7, 108,   0
   0,   4, 116,   0
   0,   2, 122,   0
   0,   1, 125,   0





